n,delta_n,cumulative_gap,predictor,deployment
83,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
84,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
85,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
86,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
87,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
88,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
89,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
90,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
91,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
92,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
93,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
94,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
95,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
96,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
97,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
98,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
99,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
100,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
101,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
102,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
103,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
104,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
105,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
106,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
107,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
108,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
109,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
110,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
111,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
112,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
113,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
114,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
115,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
116,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
117,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
118,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
119,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
120,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
121,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
122,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
123,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
124,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
125,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
126,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
127,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
0,0.45958042901793283,0.45958042901793283,"Single Beta(3,6)","Beta(8,2)"
1,0.37213218232976897,0.8317126113477018,"Single Beta(3,6)","Beta(8,2)"
2,0.3095926987067402,1.1413053100544421,"Single Beta(3,6)","Beta(8,2)"
3,0.2628704195150301,1.4041757295694723,"Single Beta(3,6)","Beta(8,2)"
4,0.22679671362286472,1.6309724431923371,"Single Beta(3,6)","Beta(8,2)"
5,0.19821704089282355,1.8291894840851608,"Single Beta(3,6)","Beta(8,2)"
6,0.1750986331096269,2.0042881171947875,"Single Beta(3,6)","Beta(8,2)"
7,0.15607403783752985,2.1603621550323173,"Single Beta(3,6)","Beta(8,2)"
8,0.14019066115280945,2.3005528161851267,"Single Beta(3,6)","Beta(8,2)"
9,0.12676539286510552,2.4273182090502323,"Single Beta(3,6)","Beta(8,2)"
10,0.11529623978953965,2.542614448839772,"Single Beta(3,6)","Beta(8,2)"
11,0.10540649750679465,2.6480209463465667,"Single Beta(3,6)","Beta(8,2)"
12,0.09680830331758844,2.7448292496641553,"Single Beta(3,6)","Beta(8,2)"
13,0.08927816079679816,2.8341074104609536,"Single Beta(3,6)","Beta(8,2)"
14,0.08264009483605982,2.9167475052970135,"Single Beta(3,6)","Beta(8,2)"
15,0.07675380522907116,2.9935013105260846,"Single Beta(3,6)","Beta(8,2)"
16,0.07150617458786807,3.0650074851139526,"Single Beta(3,6)","Beta(8,2)"
17,0.0668050759247205,3.131812561038673,"Single Beta(3,6)","Beta(8,2)"
18,0.0625747873062413,3.194387348344914,"Single Beta(3,6)","Beta(8,2)"
19,0.05875254908299493,3.253139897427909,"Single Beta(3,6)","Beta(8,2)"
20,0.055285946209689976,3.308425843637599,"Single Beta(3,6)","Beta(8,2)"
21,0.05213089489334899,3.3605567385309483,"Single Beta(3,6)","Beta(8,2)"
22,0.049250077642244906,3.409806816173193,"Single Beta(3,6)","Beta(8,2)"
23,0.04661171499542604,3.456418531168619,"Single Beta(3,6)","Beta(8,2)"
24,0.0441885928279975,3.5006071239966166,"Single Beta(3,6)","Beta(8,2)"
25,0.04195728563572949,3.542564409632346,"Single Beta(3,6)","Beta(8,2)"
26,0.039897531514017745,3.5824619411463634,"Single Beta(3,6)","Beta(8,2)"
27,0.0379917255802876,3.620453666726651,"Single Beta(3,6)","Beta(8,2)"
28,0.03622450663133424,3.656678173357985,"Single Beta(3,6)","Beta(8,2)"
29,0.03458241775123082,3.691260591109216,"Single Beta(3,6)","Beta(8,2)"
30,0.033053625992535654,3.724314217101752,"Single Beta(3,6)","Beta(8,2)"
31,0.03162768956239686,3.7559419066641486,"Single Beta(3,6)","Beta(8,2)"
32,0.030295363451161635,3.7862372701153104,"Single Beta(3,6)","Beta(8,2)"
33,0.02904843635445171,3.815285706469762,"Single Beta(3,6)","Beta(8,2)"
34,0.02787959321182161,3.8431652996815835,"Single Beta(3,6)","Beta(8,2)"
35,0.0267822988260166,3.8699475985076,"Single Beta(3,6)","Beta(8,2)"
36,0.02575069891702152,3.8956982974246217,"Single Beta(3,6)","Beta(8,2)"
37,0.02477953566425757,3.920477833088879,"Single Beta(3,6)","Beta(8,2)"
38,0.023864075342685306,3.9443419084315643,"Single Beta(3,6)","Beta(8,2)"
39,0.02300004609761313,3.9673419545291773,"Single Beta(3,6)","Beta(8,2)"
40,0.022183584253939098,3.9895255387831163,"Single Beta(3,6)","Beta(8,2)"
41,0.021411187837395495,4.010936726620512,"Single Beta(3,6)","Beta(8,2)"
42,0.020679676213033127,4.031616402833546,"Single Beta(3,6)","Beta(8,2)"
43,0.019986154930812808,4.051602557764358,"Single Beta(3,6)","Beta(8,2)"
44,0.01932798501869753,4.0709305427830556,"Single Beta(3,6)","Beta(8,2)"
45,0.018702756086847884,4.089633298869903,"Single Beta(3,6)","Beta(8,2)"
46,0.018108262707774686,4.107741561577678,"Single Beta(3,6)","Beta(8,2)"
47,0.017542483620940665,4.125284045198618,"Single Beta(3,6)","Beta(8,2)"
48,0.017003563379487288,4.142287608578105,"Single Beta(3,6)","Beta(8,2)"
49,0.01648979611443246,4.158777404692537,"Single Beta(3,6)","Beta(8,2)"
50,0.015999611139669384,4.174777015832206,"Single Beta(3,6)","Beta(8,2)"
51,0.015531560161394953,4.190308575993601,"Single Beta(3,6)","Beta(8,2)"
52,0.015084305889378287,4.20539288188298,"Single Beta(3,6)","Beta(8,2)"
53,0.014656611875987921,4.220049493758967,"Single Beta(3,6)","Beta(8,2)"
54,0.014247333432971328,4.234296827191939,"Single Beta(3,6)","Beta(8,2)"
55,0.013855409496420926,4.24815223668836,"Single Beta(3,6)","Beta(8,2)"
56,0.013479855327707242,4.261632092016067,"Single Beta(3,6)","Beta(8,2)"
57,0.01311975595298107,4.274751847969048,"Single Beta(3,6)","Beta(8,2)"
58,0.01277426025648685,4.287526108225535,"Single Beta(3,6)","Beta(8,2)"
59,0.012442575653784392,4.299968683879319,"Single Beta(3,6)","Beta(8,2)"
60,0.012123963280298685,4.312092647159618,"Single Beta(3,6)","Beta(8,2)"
61,0.01181773363862173,4.32391038079824,"Single Beta(3,6)","Beta(8,2)"
62,0.011523242654950088,4.33543362345319,"Single Beta(3,6)","Beta(8,2)"
63,0.011239888100999568,4.346673511554189,"Single Beta(3,6)","Beta(8,2)"
64,0.0109671063429579,4.357640617897147,"Single Beta(3,6)","Beta(8,2)"
65,0.010704369383545383,4.368344987280692,"Single Beta(3,6)","Beta(8,2)"
66,0.010451182167180014,4.378796169447872,"Single Beta(3,6)","Beta(8,2)"
67,0.010207080121670487,4.389003249569543,"Single Beta(3,6)","Beta(8,2)"
68,0.009971626912869187,4.398974876482412,"Single Beta(3,6)","Beta(8,2)"
69,0.009744412391327818,4.40871928887374,"Single Beta(3,6)","Beta(8,2)"
70,0.009525050712307793,4.418244339586048,"Single Beta(3,6)","Beta(8,2)"
71,0.009313178612524254,4.427557518198572,"Single Beta(3,6)","Beta(8,2)"
72,0.00910845382876943,4.436665972027342,"Single Beta(3,6)","Beta(8,2)"
73,0.008910553645154449,4.445576525672497,"Single Beta(3,6)","Beta(8,2)"
74,0.008719173557076059,4.454295699229573,"Single Beta(3,6)","Beta(8,2)"
75,0.00853402604125284,4.462829725270826,"Single Beta(3,6)","Beta(8,2)"
76,0.008354839422255043,4.471184564693081,"Single Beta(3,6)","Beta(8,2)"
77,0.00818135682693446,4.4793659215200154,"Single Beta(3,6)","Beta(8,2)"
78,0.008013335218995268,4.48737925673901,"Single Beta(3,6)","Beta(8,2)"
79,0.00785054450672874,4.495229801245739,"Single Beta(3,6)","Beta(8,2)"
80,0.007692766717606645,4.502922567963346,"Single Beta(3,6)","Beta(8,2)"
81,0.007539795234031561,4.5104623631973775,"Single Beta(3,6)","Beta(8,2)"
82,0.007391434085107538,4.517853797282485,"Single Beta(3,6)","Beta(8,2)"
83,0.007247497289739899,4.525101294572225,"Single Beta(3,6)","Beta(8,2)"
84,0.007107808246852498,4.532209102819077,"Single Beta(3,6)","Beta(8,2)"
85,0.006972199168864625,4.5391813019879415,"Single Beta(3,6)","Beta(8,2)"
86,0.006840510554946546,4.546021812542888,"Single Beta(3,6)","Beta(8,2)"
87,0.006712590700871733,4.552734403243759,"Single Beta(3,6)","Beta(8,2)"
88,0.00658829524257299,4.559322698486333,"Single Beta(3,6)","Beta(8,2)"
89,0.0064674867307705835,4.565790185217104,"Single Beta(3,6)","Beta(8,2)"
90,0.006350034234259818,4.572140219451364,"Single Beta(3,6)","Beta(8,2)"
91,0.006235812969663006,4.578376032421027,"Single Beta(3,6)","Beta(8,2)"
92,0.006124703955640316,4.584500736376667,"Single Beta(3,6)","Beta(8,2)"
93,0.006016593689717314,4.590517330066385,"Single Beta(3,6)","Beta(8,2)"
94,0.005911373846046767,4.596428703912432,"Single Beta(3,6)","Beta(8,2)"
95,0.0058089409925601715,4.602237644904992,"Single Beta(3,6)","Beta(8,2)"
96,0.00570919632609659,4.607946841231088,"Single Beta(3,6)","Beta(8,2)"
97,0.005612045424202958,4.613558886655292,"Single Beta(3,6)","Beta(8,2)"
98,0.005517398012418853,4.6190762846677105,"Single Beta(3,6)","Beta(8,2)"
99,0.005425167745939095,4.624501452413649,"Single Beta(3,6)","Beta(8,2)"
100,0.005335272004644877,4.629836724418294,"Single Beta(3,6)","Beta(8,2)"
101,0.005247631700575152,4.6350843561188695,"Single Beta(3,6)","Beta(8,2)"
102,0.005162171096974386,4.640246527215844,"Single Beta(3,6)","Beta(8,2)"
103,0.005078817638123594,4.645325344853967,"Single Beta(3,6)","Beta(8,2)"
104,0.00499750178923017,4.650322846643197,"Single Beta(3,6)","Beta(8,2)"
105,0.004918156885689643,4.655241003528887,"Single Beta(3,6)","Beta(8,2)"
106,0.004840718991100735,4.660081722519988,"Single Beta(3,6)","Beta(8,2)"
107,0.004765126763455474,4.664846849283443,"Single Beta(3,6)","Beta(8,2)"
108,0.004691321328963334,4.669538170612407,"Single Beta(3,6)","Beta(8,2)"
109,0.004619246163019545,4.674157416775427,"Single Beta(3,6)","Beta(8,2)"
110,0.00454884697785051,4.678706263753277,"Single Beta(3,6)","Beta(8,2)"
111,0.00448007161641709,4.683186335369694,"Single Beta(3,6)","Beta(8,2)"
112,0.004412869952171248,4.687599205321865,"Single Beta(3,6)","Beta(8,2)"
113,0.004347193794301356,4.6919463991161665,"Single Beta(3,6)","Beta(8,2)"
114,0.004282996798128718,4.696229395914295,"Single Beta(3,6)","Beta(8,2)"
115,0.004220234380326448,4.700449630294622,"Single Beta(3,6)","Beta(8,2)"
116,0.004158863638673928,4.7046084939332955,"Single Beta(3,6)","Beta(8,2)"
117,0.004098843276063725,4.7087073372093595,"Single Beta(3,6)","Beta(8,2)"
118,0.004040133528510594,4.71274747073787,"Single Beta(3,6)","Beta(8,2)"
119,0.003982696096917041,4.716730166834787,"Single Beta(3,6)","Beta(8,2)"
120,0.0039264940823753305,4.720656660917162,"Single Beta(3,6)","Beta(8,2)"
121,0.003871491924794141,4.724528152841956,"Single Beta(3,6)","Beta(8,2)"
122,0.003817655344660666,4.728345808186617,"Single Beta(3,6)","Beta(8,2)"
123,0.0037649512877489734,4.7321107594743665,"Single Beta(3,6)","Beta(8,2)"
124,0.003713347872606787,4.735824107346973,"Single Beta(3,6)","Beta(8,2)"
125,0.003662814340667388,4.73948692168764,"Single Beta(3,6)","Beta(8,2)"
126,0.003613321008829444,4.74310024269647,"Single Beta(3,6)","Beta(8,2)"
127,0.0035648392243668356,4.746665081920837,"Single Beta(3,6)","Beta(8,2)"
0,0.14323659496271435,0.14323659496271435,Broad mixture,"Beta(8,2)"
1,0.09468069027271497,0.23791728523542932,Broad mixture,"Beta(8,2)"
2,0.06754584690411782,0.3054631321395471,Broad mixture,"Beta(8,2)"
3,0.050759803145869004,0.35622293528541615,Broad mixture,"Beta(8,2)"
4,0.039584504771470616,0.3958074400568868,Broad mixture,"Beta(8,2)"
5,0.03175066138888897,0.4275581014457758,Broad mixture,"Beta(8,2)"
6,0.026040828372865324,0.4535989298186411,Broad mixture,"Beta(8,2)"
7,0.021748163387856477,0.47534709320649754,Broad mixture,"Beta(8,2)"
8,0.018438273139948308,0.4937853663464459,Broad mixture,"Beta(8,2)"
9,0.015831812714028955,0.5096171790604749,Broad mixture,"Beta(8,2)"
10,0.013742311625605045,0.5233594906860799,Broad mixture,"Beta(8,2)"
11,0.012041350738549134,0.5354008414246291,Broad mixture,"Beta(8,2)"
12,0.010638110204457433,0.5460389516290866,Broad mixture,"Beta(8,2)"
13,0.00946687162483902,0.5555058232539256,Broad mixture,"Beta(8,2)"
14,0.00847911920986861,0.5639849424637943,Broad mixture,"Beta(8,2)"
15,0.0076383996982527114,0.571623342162047,Broad mixture,"Beta(8,2)"
16,0.006916890867326988,0.578540233029374,Broad mixture,"Beta(8,2)"
17,0.006293058326499087,0.584833291355873,Broad mixture,"Beta(8,2)"
18,0.00575002290159422,0.5905833142574672,Broad mixture,"Beta(8,2)"
19,0.005274402378103184,0.5958577166355704,Broad mixture,"Beta(8,2)"
20,0.004855476263487331,0.6007131928990578,Broad mixture,"Beta(8,2)"
21,0.0044845745001998736,0.6051977673992577,Broad mixture,"Beta(8,2)"
22,0.004154624000501741,0.6093523913997594,Broad mixture,"Beta(8,2)"
23,0.0038598080710351554,0.6132121994707945,Broad mixture,"Beta(8,2)"
24,0.0035953076983767786,0.6168075071691713,Broad mixture,"Beta(8,2)"
25,0.0033571029466505442,0.6201646101158219,Broad mixture,"Beta(8,2)"
26,0.003141819012321739,0.6233064291281436,Broad mixture,"Beta(8,2)"
27,0.0029466058137681446,0.6262530349419118,Broad mixture,"Beta(8,2)"
28,0.002769043016538776,0.6290220779584506,Broad mixture,"Beta(8,2)"
29,0.002607064531890308,0.6316291424903409,Broad mixture,"Beta(8,2)"
30,0.0024588980542091443,0.63408804054455,Broad mixture,"Beta(8,2)"
31,0.002323016307769659,0.6364110568523197,Broad mixture,"Beta(8,2)"
32,0.002198097480429856,0.6386091543327496,Broad mixture,"Beta(8,2)"
33,0.0020829929172556023,0.6406921472500051,Broad mixture,"Beta(8,2)"
34,0.001976700590262127,0.6426688478402672,Broad mixture,"Beta(8,2)"
35,0.0018783431932030588,0.6445471910334702,Broad mixture,"Beta(8,2)"
36,0.0017871499621662707,0.6463343409956365,Broad mixture,"Beta(8,2)"
37,0.001702441514798182,0.6480367825104346,Broad mixture,"Beta(8,2)"
38,0.001623617148504588,0.6496603996589392,Broad mixture,"Beta(8,2)"
39,0.0015501441520773462,0.6512105438110165,Broad mixture,"Beta(8,2)"
40,0.0014815487740239793,0.6526920925850405,Broad mixture,"Beta(8,2)"
41,0.0014174085604420743,0.6541095011454825,Broad mixture,"Beta(8,2)"
42,0.0013573458301012415,0.6554668469755838,Broad mixture,"Beta(8,2)"
43,0.0013010220978161955,0.6567678690734,Broad mixture,"Beta(8,2)"
44,0.0012481332917912832,0.6580160023651913,Broad mixture,"Beta(8,2)"
45,0.0011984056383060769,0.6592144080034974,Broad mixture,"Beta(8,2)"
46,0.001151592109391901,0.6603660001128893,Broad mixture,"Beta(8,2)"
47,0.001107469347156068,0.6614734694600454,Broad mixture,"Beta(8,2)"
48,0.0010658349930274434,0.6625393044530729,Broad mixture,"Beta(8,2)"
49,0.0010265053621189577,0.6635658098151919,Broad mixture,"Beta(8,2)"
50,0.0009893134126583863,0.6645551232278503,Broad mixture,"Beta(8,2)"
51,0.0009541069684598283,0.6655092301963101,Broad mixture,"Beta(8,2)"
52,0.0009207471590260847,0.6664299773553363,Broad mixture,"Beta(8,2)"
53,0.0008891070473507981,0.6673190844026871,Broad mixture,"Beta(8,2)"
54,0.0008590704200422719,0.6681781548227294,Broad mixture,"Beta(8,2)"
55,0.000830530718187096,0.6690086855409164,Broad mixture,"Beta(8,2)"
56,0.0008033900905484182,0.6698120756314648,Broad mixture,"Beta(8,2)"
57,0.0007775585533561584,0.670589634184821,Broad mixture,"Beta(8,2)"
58,0.0007529532431917594,0.6713425874280128,Broad mixture,"Beta(8,2)"
59,0.0007294977513612168,0.672072085179374,Broad mixture,"Beta(8,2)"
60,0.0007071215297547505,0.6727792067091287,Broad mixture,"Beta(8,2)"
61,0.0006857593595496793,0.6734649660686785,Broad mixture,"Beta(8,2)"
62,0.0006653508752740001,0.6741303169439524,Broad mixture,"Beta(8,2)"
63,0.0006458401377330325,0.6747761570816855,Broad mixture,"Beta(8,2)"
64,0.0006271752501490362,0.6754033323318345,Broad mixture,"Beta(8,2)"
65,0.000609308012587464,0.676012640344422,Broad mixture,"Beta(8,2)"
66,0.000592193610366929,0.6766048339547889,Broad mixture,"Beta(8,2)"
67,0.0005757903326855415,0.6771806242874744,Broad mixture,"Beta(8,2)"
68,0.0005600593181611322,0.6777406836056356,Broad mixture,"Beta(8,2)"
69,0.0005449643243821915,0.6782856479300178,Broad mixture,"Beta(8,2)"
70,0.0005304715189147536,0.6788161194489325,Broad mixture,"Beta(8,2)"
71,0.0005165492895123419,0.6793326687384449,Broad mixture,"Beta(8,2)"
72,0.0005031680715375925,0.6798358368099825,Broad mixture,"Beta(8,2)"
73,0.0004903001908356073,0.6803261370008181,Broad mixture,"Beta(8,2)"
74,0.00047791972049689136,0.680804056721315,Broad mixture,"Beta(8,2)"
75,0.0004660023501244573,0.6812700590714396,Broad mixture,"Beta(8,2)"
76,0.00045452526637309936,0.6817245843378127,Broad mixture,"Beta(8,2)"
77,0.0004434670436632717,0.682168051381476,Broad mixture,"Beta(8,2)"
78,0.00043280754409053365,0.6826008589255665,Broad mixture,"Beta(8,2)"
79,0.00042252782565860774,0.6830233867512252,Broad mixture,"Beta(8,2)"
80,0.0004126100580516257,0.6834359968092768,Broad mixture,"Beta(8,2)"
81,0.00040303744524789674,0.6838390342545247,Broad mixture,"Beta(8,2)"
82,0.00039379415434663654,0.6842328284088713,Broad mixture,"Beta(8,2)"
83,0.00038486525004389897,0.6846176936589152,Broad mixture,"Beta(8,2)"
84,0.00037623663425128453,0.6849939302931665,Broad mixture,"Beta(8,2)"
85,0.00036789499040098834,0.6853618252835675,Broad mixture,"Beta(8,2)"
86,0.00035982773202627684,0.6857216530155937,Broad mixture,"Beta(8,2)"
87,0.00035202295524599636,0.6860736759708397,Broad mixture,"Beta(8,2)"
88,0.00034446939481872966,0.6864181453656584,Broad mixture,"Beta(8,2)"
89,0.0003371563834621151,0.6867553017491205,Broad mixture,"Beta(8,2)"
90,0.0003300738141645145,0.687085375563285,Broad mixture,"Beta(8,2)"
91,0.00032321210523872173,0.6874085876685236,Broad mixture,"Beta(8,2)"
92,0.00031656216789265003,0.6877251498364163,Broad mixture,"Beta(8,2)"
93,0.0003101153761123473,0.6880352652125287,Broad mixture,"Beta(8,2)"
94,0.0003038635386697992,0.6883391287511985,Broad mixture,"Beta(8,2)"
95,0.0002977988730866716,0.6886369276242852,Broad mixture,"Beta(8,2)"
96,0.00029191398139931694,0.6889288416056845,Broad mixture,"Beta(8,2)"
97,0.0002862018275832944,0.6892150434332678,Broad mixture,"Beta(8,2)"
98,0.00028065571650986364,0.6894956991497776,Broad mixture,"Beta(8,2)"
99,0.0002752692743157974,0.6897709684240934,Broad mixture,"Beta(8,2)"
100,0.00027003643007983077,0.6900410048541732,Broad mixture,"Beta(8,2)"
101,0.00026495139870649217,0.6903059562528797,Broad mixture,"Beta(8,2)"
102,0.00026000866492833564,0.6905659649178081,Broad mixture,"Beta(8,2)"
103,0.0002552029683421697,0.6908211678861502,Broad mixture,"Beta(8,2)"
104,0.0002505292894058591,0.691071697175556,Broad mixture,"Beta(8,2)"
105,0.0002459828363235702,0.6913176800118797,Broad mixture,"Beta(8,2)"
106,0.00024155903275709301,0.6915592390446368,Broad mixture,"Beta(8,2)"
107,0.0002372535063040084,0.6917964925509408,Broad mixture,"Beta(8,2)"
108,0.00023306207768779362,0.6920295546286286,Broad mixture,"Beta(8,2)"
109,0.0002289807506114071,0.69225853537924,Broad mixture,"Beta(8,2)"
110,0.00022500570222649797,0.6924835410814665,Broad mixture,"Beta(8,2)"
111,0.0002211332741776895,0.6927046743556442,Broad mixture,"Beta(8,2)"
112,0.00021735996418101707,0.6929220343198252,Broad mixture,"Beta(8,2)"
113,0.00021368241810141737,0.6931357167379266,Broad mixture,"Beta(8,2)"
114,0.00021009742249589294,0.6933458141604225,Broad mixture,"Beta(8,2)"
115,0.0002066018975900454,0.6935524160580125,Broad mixture,"Beta(8,2)"
116,0.00020319289066111532,0.6937556089486736,Broad mixture,"Beta(8,2)"
117,0.00019986756979967226,0.6939554765184733,Broad mixture,"Beta(8,2)"
118,0.0001966232180256984,0.694152099736499,Broad mixture,"Beta(8,2)"
119,0.00019345722773653976,0.6943455569642356,Broad mixture,"Beta(8,2)"
120,0.00019036709546526974,0.6945359240597009,Broad mixture,"Beta(8,2)"
121,0.00018735041692937332,0.6947232744766303,Broad mixture,"Beta(8,2)"
122,0.0001844048823525888,0.6949076793589829,Broad mixture,"Beta(8,2)"
123,0.0001815282720416554,0.6950892076310246,Broad mixture,"Beta(8,2)"
124,0.0001787184522029443,0.6952679260832275,Broad mixture,"Beta(8,2)"
125,0.00017597337098390996,0.6954438994542115,Broad mixture,"Beta(8,2)"
126,0.0001732910547260491,0.6956171905089376,Broad mixture,"Beta(8,2)"
127,0.00017066960441555529,0.6957878601133531,Broad mixture,"Beta(8,2)"
0,0.056633012265132565,0.056633012265132565,"Single Beta(5,5)","Beta(3,6)"
1,0.04748433591488295,0.10411734818001551,"Single Beta(5,5)","Beta(3,6)"
2,0.0404460567553976,0.14456340493541311,"Single Beta(5,5)","Beta(3,6)"
3,0.03490427211940208,0.1794676770548152,"Single Beta(5,5)","Beta(3,6)"
4,0.030455813721710225,0.20992349077652542,"Single Beta(5,5)","Beta(3,6)"
5,0.02682627481741043,0.23674976559393585,"Single Beta(5,5)","Beta(3,6)"
6,0.023823212207877156,0.260572977801813,"Single Beta(5,5)","Beta(3,6)"
7,0.021308183872126137,0.2818811616739391,"Single Beta(5,5)","Beta(3,6)"
8,0.019179386516730325,0.30106054819066946,"Single Beta(5,5)","Beta(3,6)"
9,0.017360514385183153,0.3184210625758526,"Single Beta(5,5)","Beta(3,6)"
10,0.015793403524942386,0.334214466100795,"Single Beta(5,5)","Beta(3,6)"
11,0.014433052684268895,0.34864751878506395,"Single Beta(5,5)","Beta(3,6)"
12,0.01324417789855471,0.36189169668361865,"Single Beta(5,5)","Beta(3,6)"
13,0.012198781156502476,0.3740904778401211,"Single Beta(5,5)","Beta(3,6)"
14,0.01127440427173307,0.3853648821118542,"Single Beta(5,5)","Beta(3,6)"
15,0.01045285483763744,0.3958177369494916,"Single Beta(5,5)","Beta(3,6)"
16,0.009719263194765784,0.4055370001442574,"Single Beta(5,5)","Beta(3,6)"
17,0.009061375225154475,0.4145983753694119,"Single Beta(5,5)","Beta(3,6)"
18,0.008469015619614587,0.4230673909890265,"Single Beta(5,5)","Beta(3,6)"
19,0.007933676026823938,0.43100106701585045,"Single Beta(5,5)","Beta(3,6)"
20,0.007448195812489758,0.4384492628283402,"Single Beta(5,5)","Beta(3,6)"
21,0.007006512276384207,0.4454557751047244,"Single Beta(5,5)","Beta(3,6)"
22,0.006603463510403522,0.4520592386151279,"Single Beta(5,5)","Beta(3,6)"
23,0.006234631541487577,0.4582938701566155,"Single Beta(5,5)","Beta(3,6)"
24,0.00589621658334342,0.46419008673995893,"Single Beta(5,5)","Beta(3,6)"
25,0.00558493551448055,0.46977502225443946,"Single Beta(5,5)","Beta(3,6)"
26,0.0052979393721989745,0.4750729616266384,"Single Beta(5,5)","Beta(3,6)"
27,0.005032745883611491,0.4801057075102499,"Single Beta(5,5)","Beta(3,6)"
28,0.004787183970292499,0.4848928914805424,"Single Beta(5,5)","Beta(3,6)"
29,0.004559347849848112,0.4894522393303905,"Single Beta(5,5)","Beta(3,6)"
30,0.004347558877103689,0.4937997982074942,"Single Beta(5,5)","Beta(3,6)"
31,0.0041503336635648315,0.497950131871059,"Single Beta(5,5)","Beta(3,6)"
32,0.0039663573179236,0.5019164891889826,"Single Beta(5,5)","Beta(3,6)"
33,0.003794460885595305,0.5057109500745779,"Single Beta(5,5)","Beta(3,6)"
34,0.0036336022484155127,0.5093445523229934,"Single Beta(5,5)","Beta(3,6)"
35,0.003482849889132627,0.512827402212126,"Single Beta(5,5)","Beta(3,6)"
36,0.0033413690384455977,0.5161687712505716,"Single Beta(5,5)","Beta(3,6)"
37,0.0032084098120208505,0.5193771810625925,"Single Beta(5,5)","Beta(3,6)"
38,0.003083297016402953,0.5224604780789954,"Single Beta(5,5)","Beta(3,6)"
39,0.0029654213600085865,0.525425899439004,"Single Beta(5,5)","Beta(3,6)"
40,0.0028542318515180167,0.528280131290522,"Single Beta(5,5)","Beta(3,6)"
41,0.002749229205285629,0.5310293604958076,"Single Beta(5,5)","Beta(3,6)"
42,0.0026499601037206742,0.5336793205995283,"Single Beta(5,5)","Beta(3,6)"
43,0.0025560121913386106,0.5362353327908669,"Single Beta(5,5)","Beta(3,6)"
44,0.002467009695472842,0.5387023424863397,"Single Beta(5,5)","Beta(3,6)"
45,0.0023826095853315323,0.5410849520716713,"Single Beta(5,5)","Beta(3,6)"
46,0.0023024981948749526,0.5433874502665462,"Single Beta(5,5)","Beta(3,6)"
47,0.0022263882464249197,0.5456138385129712,"Single Beta(5,5)","Beta(3,6)"
48,0.002154016221428372,0.5477678547343996,"Single Beta(5,5)","Beta(3,6)"
49,0.0020851400327459805,0.5498529947671456,"Single Beta(5,5)","Beta(3,6)"
50,0.0020195369594836897,0.5518725317266292,"Single Beta(5,5)","Beta(3,6)"
51,0.001957001810980802,0.55382953353761,"Single Beta(5,5)","Beta(3,6)"
52,0.0018973452912770113,0.555726878828887,"Single Beta(5,5)","Beta(3,6)"
53,0.0018403925393667337,0.5575672713682538,"Single Beta(5,5)","Beta(3,6)"
